"Codigo";"Latitude";"Longitude";"Area";"Nome";"Horario_Brasilia";"Horario_Rondonia";"Horario_Acre";"Nivel_Atual";"Var_Nivel_24";"Var_Nivel_7d";"Var_Nivel_14d";"Var_Nivel_21d";"Acum_Chuva_24";"Acum_Chuva_96";"Rio";"Passado";"C_Max";"Ano_Max";"Mediana";"Minima_Dia";"Maxima_Dia";"Percentil";"SPI";"Atencao";"Alerta";"Inunda";"Status"
13600002;-9,975;-67,801;23500;"RIO BRANCO";2025-09-27 08:45:00;2025-09-27 07:45:00;2025-09-27 06:45:00;190;-16;14;-8;35;0;17,4;"ACRE";;;"2015";285;130;570;"10%-20%";;1250;1350;1400;"Normal"
13650000;-9,067;-67,397;34400;"Floriano Peixoto";2025-09-21 18:45:00;2025-09-21 17:45:00;2025-09-21 16:45:00;460;-1;-10;25;;0;0;"ACRE";;;"1997";489;356;698;"20%-30%";;;;;
13710001;-8,653;-67,375;105000;"Valparaíso Montante";2025-09-24 08:45:00;2025-09-24 07:45:00;2025-09-24 06:45:00;318;;-14;;;0;39,4;"PURUS";;;"1997";413,5;320;644;"Mínima-0%";;;;;
13870000;-7,258;-64,798;226000;"LÁBREA";2025-09-27 08:45:00;2025-09-27 07:45:00;2025-09-27 06:45:00;470;2;-6;8;-9;2;41,6;"PURUS";336;;"1997";465;3;808;"40%-50%";;;;;
13990000;-3,899;-61,374;378000;"Beruri";2025-09-27 09:00:00;2025-09-27 08:00:00;2025-09-27 07:00:00;1428;-15;-122;-245;-341;4,4;12,4;"PURUS";;;"2015";1266;677;1707;"70%-80%";;;;;
14100000;-3,311;-60,609;2200000;"Manacapuru";2025-09-27 08:15:00;2025-09-27 07:15:00;2025-09-27 06:15:00;1380;-16;-114;-223;-308;0;50;"SOLIMOES";;;"2021";1190,5;611;1582;"70%-80%";;1700;1770;1960;"Normal"
14320001;-0,137;-67,086;193000;"São Gabriel da Cachoeira";2024-10-22 16:45:00;2024-10-22 15:45:00;2024-10-22 14:45:00;193;;;;;0;0;"NEGRO";;;;;;;;;;;;
14400000;-0,42;-65,015;262000;"Tapuruquara";2024-10-22 16:45:00;2024-10-22 15:45:00;2024-10-22 14:45:00;193;;;;;0;0;"NEGRO";;;;;;;;;;;;
14420000;-0,482;-64,829;293000;"Serrinha";2025-09-27 08:30:00;2025-09-27 07:30:00;2025-09-27 06:30:00;756;-14;-59;-76;-66;0;6;"NEGRO";;;"2019";713;493;837;"80%-90%";;;;;
14480002;-0,966;-62,931;379000;"Barcelos";2025-09-27 09:00:00;2025-09-27 08:00:00;2025-09-27 07:00:00;553;-7;-42;-86;;0;4,8;"NEGRO";;;"2022";482;257;683;"80%-90%";;;;;
14489000;3,353;-61,422;26700;"MARACA";2025-09-27 08:45:00;2025-09-27 07:45:00;2025-09-27 06:45:00;518;4;-31;-86;-101;9,8;11,6;"URARICOERA";;;"2021";515;431;666;"56%-67%";;;;;
14495000;3,438;-61,037;36900;"FAZENDA CAJUPIRANGA";2025-09-27 09:15:00;2025-09-27 08:15:00;2025-09-27 07:15:00;604;0;-31;-78;-99;5;5;"URARICOERA";;;"2021";598;468;734;"50%-60%";;;;;
14515000;3,208;-60,571;50200;"FAZENDA PASSARAO";2025-09-27 08:30:00;2025-09-27 07:30:00;2025-09-27 06:30:00;680;-5;-37;-89;-117;0;0,4;"URARICOERA";;;"2011";718;569;927;"30%-40%";;;;;
14527000;3,568;-59,888;24300;"PONTE DO TACUTU";2025-09-25 19:30:00;2025-09-25 18:30:00;2025-09-25 17:30:00;500;0;-24;;-118;0;0;"TACUTU";;;"2011";567,5;428;864;"10%-20%";;;;;
14530000;4,196;-60,794;2280;"VILA SURUMU";2025-09-27 09:00:00;2025-09-27 08:00:00;2025-09-27 07:00:00;313;0;-182;10;-19;1;1;"SURUMU";;;"2015";331;243;513;"20%-30%";;;;;
14540000;4,631;-60,471;3210;"FAZENDA BANDEIRA BRANCA";2025-09-27 08:45:00;2025-09-27 07:45:00;2025-09-27 06:45:00;154;0;-20;-19;-39;0;0;"COTINGO";181;;"2011";178;113;371;"10%-20%";;;;;
14558000;3,318;-60,345;40600;"FAZENDA PARAISO";2025-09-27 09:00:00;2025-09-27 08:00:00;2025-09-27 07:00:00;530;-4;-21;-55;-88;0;0;"TACUTU";526;;"2017";594,5;475;745;"22%-33%";;;;;
14620000;2,827;-60,656;97200;"BOA VISTA";2025-09-27 01:30:00;2025-09-27 00:30:00;2025-09-26 23:30:00;174;-6;-34;-79;-138;0;0;"BRANCO";;;"2011";253;95;473;"20%-30%";;750;800;850;"Normal"
14680001;2,871;-61,441;12200;"FE E ESPERANCA";2025-09-27 08:30:00;2025-09-27 07:30:00;2025-09-27 06:30:00;299;0;-23;-37;-59;42,2;44,6;"MUCAJAÍ";;;"1976";297,5;221;414;"50%-60%";;;;;
14690000;2,471;-60,918;19800;"MUCAJAI";2025-09-27 08:30:00;2025-09-27 07:30:00;2025-09-27 06:30:00;1053;-8;-40;-86;-130;0;0;"MUCAJAÍ";;;"2011";1090;913;1228;"30%-40%";;;;;
14710000;1,821;-61,124;126000;"CARACARAI";2025-09-27 09:15:00;2025-09-27 08:15:00;2025-09-27 07:15:00;267;-8;-41;-96;-182;10,2;10,6;"BRANCO";;;"2011";309;113;562;"20%-30%";;800;850;900;"Normal"
14790000;-0,505;-61,786;184000;"SANTA MARIA DO BOIAÇU";2025-09-27 09:00:00;2025-09-27 08:00:00;2025-09-27 07:00:00;662;-11;-92;-182;-261;0;0,8;"BRANCO";572;;"2011";725;424;1035;"30%-40%";;;;;
14840000;-1,457;-61,635;593000;"MOURA";2025-09-27 09:00:00;2025-09-27 08:00:00;2025-09-27 07:00:00;945;;-95;-183;-271;0;27,6;"NEGRO";433;;"2022";819;409;1028;"80%-90%";;;;;
14990000;-3,138;-60,027;712000;"Manaus";2025-09-27 08:45:00;2025-09-27 07:45:00;2025-09-27 06:45:00;2317;-17;-113;-211;-294;0;0;"NEGRO";;;"2012";2092;1505;2566;"80%-90%";;2650;2750;2900;"Normal"
15124009;-13,513;-60,53;3600;"CABIXI";2025-09-27 08:45:00;2025-09-27 07:45:00;2025-09-27 06:45:00;237;2;28;34;26;0;24,4;"CABIXI";174;;"2002";219;169;287;"70%-80%";;;;;
15130000;-13,486;-61,05;54400;"PIMENTEIRAS";2025-09-27 09:00:00;2025-09-27 08:00:00;2025-09-27 07:00:00;317;1;4;2;-7;0,2;15,8;"GUAPORÉ";256;;"1988";312;254;363;"40%-50%";;;;;
15150000;-12,851;-62,899;110000;"Pedras Negras";2025-09-27 08:15:00;2025-09-27 07:15:00;2025-09-27 06:15:00;262;-1;-7;-19;-32;0;0;"GUAPORÉ";212;;"1988";258;208;318;"50%-60%";;;;;
15200000;-12,427;-64,425;341000;"Príncípe da Beira";2025-09-27 08:30:00;2025-09-27 07:30:00;2025-09-27 06:30:00;403;-1;1;-6;-20;0;24,2;"GUAPORÉ";348;;"2014";397,5;345;541;"60%-70%";;;;;
15248010;-10,918;-65,043;4390;"BOCA DO POMPEU - JUSANTE";2025-09-27 08:30:00;2025-09-27 07:30:00;2025-09-27 06:30:00;93;-1;-10;-10;-12;0;23;"OURO PRETO";68;;"2020";85;3;195;"50%-60%";;;;;
15250000;-10,793;-65,348;609000;"GUAJARA-MIRIM";2025-09-27 08:30:00;2025-09-27 07:30:00;2025-09-27 06:30:00;591;-1;-14;-23;-21;0;2;"MAMORE";;;"2014";563;389;714;"70%-80%";;930;1020;1110;"Normal"
15318000;-10,348;-65,357;834000;"UHE JIRAU JUSANTE RIO BENI";2025-09-27 09:15:00;2025-09-27 08:15:00;2025-09-27 07:15:00;985;-3;-27;-52;-37;0;10,6;"MADEIRA";;;"2014";973;919;1053;"40%-60%";;;;;
15320002;-9,705;-65,367;921000;"ABUNÃ";2025-09-27 08:30:00;2025-09-27 07:30:00;2025-09-27 06:30:00;983;-46;-60;-83;-75;0;4,6;"MADEIRA";860;;"2014";737,5;545;1278;"90%-100%";;;;;
15324000;-10,338;-67,183;7740;"PLÁCIDO DE CASTRO";2025-09-27 09:15:00;2025-09-27 08:15:00;2025-09-27 07:15:00;247;-2;24;3;33;0;7,8;"ABUNÃ";170;;"2012";243,5;171;353;"50%-60%";;;;;
15326000;-9,785;-65,528;31100;"MORADA NOVA JUSANTE";2025-09-27 08:30:00;2025-09-27 07:30:00;2025-09-27 06:30:00;791;-5;-20;-24;-37;0;6,6;"ABUNÃ?";;;"2014";839;697;945;"20%-30%";;;;;
15400000;-8,748;-63,917;976000;"PORTO VELHO";2025-09-27 08:15:00;2025-09-27 07:15:00;2025-09-27 06:15:00;253;-10;-43;-34;-43;46,4;50;"MADEIRA";;;"2014";354;146;911;"10%-20%";;1400;1500;1700;"Normal"
15430000;-9,926;-63,071;8140;"Ariquemes";2025-09-27 09:00:00;2025-09-27 08:00:00;2025-09-27 07:00:00;167;55;-1;53;-5;2,4;9,4;"JAMARI";;;"2007";194;116;296;"20%-30%";;;;;
15490000;-8,452;-63,518;977000;"PROSPERIDADE";2025-09-27 09:15:00;2025-09-27 08:15:00;2025-09-27 07:15:00;404;-3;-38;-34;-50;22;44;"MADEIRA";;;"2014";427;278;671;"40%-50%";;;;;
15490200;-8,426;-63,484;1400000;"SÃO CARLOS";2025-03-31 17:00:00;2025-03-31 16:00:00;2025-03-31 15:00:00;1938;4;18;50;96;0;0;"MADEIRA";;;;;;;;;;;;
15490600;-8,584;-63,733;1400000;"PORTO VELHO";2025-03-31 17:00:00;2025-03-31 16:00:00;2025-03-31 15:00:00;1859;-1;19;61;112;0;0;"MADEIRA";;;;;;;;;;;;
15550000;-8,799;-63,711;12700;"SANTA ISABEL";2025-09-27 08:45:00;2025-09-27 07:45:00;2025-09-27 06:45:00;951;4;-7;-6;11;42,2;56,2;"CANDEIAS";895;;"2019";991;896;1086;"0%-10%";;;;;
15552600;-11,749;-60,868;4360;"FAZENDA FLOR DO CAMPO";2025-09-27 09:00:00;2025-09-27 08:00:00;2025-09-27 07:00:00;258;-24;-23;-37;-30;0,4;14,6;"COMEMORAÇÃO";244;;"1987";266;240;290;"20%-30%";;;;;
15558000;-11,684;-61,192;10100;"PIMENTA BUENO";2025-09-27 08:45:00;2025-09-27 07:45:00;2025-09-27 06:45:00;416;-1;16;13;15;0;10,6;"PIMENTA BUENO";345;;"2014";387;344;429;"90%-100%";;;;;
15558200;-11,444;-61,441;17900;"CACOAL";2025-08-16 23:30:00;2025-08-16 22:30:00;2025-08-16 21:30:00;39;;;;;0;0;"PIRARARA";;;"2022";102;98;123;"Mínima-0%";;;;;
15559000;-11,653;-61,215;16100;"SÍTIO BELA VISTA";2025-09-27 09:00:00;2025-09-27 08:00:00;2025-09-27 07:00:00;188;5;16;11;15;0;12,2;"MACHADO";122;;"2014";158;104;204;"90%-100%";;;;;
15560000;-10,874;-61,936;32800;"JI-PARANA";2025-09-27 09:00:00;2025-09-27 08:00:00;2025-09-27 07:00:00;666;-1;12;5;2;0;11,4;"MACHADO";;;"2022";649;610;683;"80%-90%";;;;;
15564000;-10,832;-62,893;133;"JARUARU";2025-09-27 09:00:00;2025-09-27 08:00:00;2025-09-27 07:00:00;381;-66;320;3;350;0;0;"JARU";2;;"2014";10;2;18;"100%-Máxima";;;;;
15580000;-8,932;-62,056;60200;"Tabajara";2025-09-27 08:45:00;2025-09-27 07:45:00;2025-09-27 06:45:00;373;15;20;40;82;1,4;10,6;"MACHADO";;;"2019";316,5;227;390;"80%-90%";;;;;
15627000;-8,18;-63,091;1020424;"UHE_PAPAGAIO";2025-09-27 09:00:00;2025-09-27 08:00:00;2025-09-27 07:00:00;3909;-3;-38;-26;-48;6;12,5;"MADEIRA";;;;;;;;;;;;
15627300;-8,193;-63,133;1400000;"ESPÍRITO SANTO";2025-03-31 16:00:00;2025-03-31 15:00:00;2025-03-31 14:00:00;1899;3;11;39;87;0;0;"MADEIRA";;;;;;;;;;;;
15627400;-8,081;-62,878;1400000;"CALAMA";2025-09-27 07:45:00;2025-09-27 06:45:00;2025-09-27 05:45:00;671;0;13;;-352;0;0;"MADEIRA";;;;;;;;;;;;
15630000;-7,503;-63,018;1090000;"HUMAITÁ";2025-09-27 08:30:00;2025-09-27 07:30:00;2025-09-27 06:30:00;1031;-4;-42;-14;-43;25,6;27;"MADEIRA";;;"2014";1042;919;1576;"40%-50%";;;;;
15700000;-5,817;-61,302;1150000;"MANICORÉ";2025-08-18 09:45:00;2025-08-18 08:45:00;2025-08-18 07:45:00;1553;;;;-243;0;0;"MADEIRA";;;;;;;;;;;;
15860000;-4,897;-60,025;1310000;"FAZENDA VISTA ALEGRE";2025-09-27 08:45:00;2025-09-27 07:45:00;2025-09-27 06:45:00;1169;;-67;;-186;0,6;2;"MADEIRA";658;;"1989";1067;661;1315;"70%-80%";;;;;
15960000;-3,547;-58,924;1376282;"URUCURITUBA";2025-09-18 17:00:00;2025-09-18 16:00:00;2025-09-18 15:00:00;1618;-7;-80;-154;-219;0;0;"MADEIRA";;;"2021";1412;958;1594;"100%-Máxima";;;;;
16030000;-3,154;-58,411;4350000;"Itacoatiara";2025-09-17 07:00:00;2025-09-17 06:00:00;2025-09-17 05:00:00;1046;-22;-88;-151;-204;0;0;"AMAZONAS";123;;"2021";758;142;1181;"90%-100%";;;;;
17050001;-1,919;-55,513;4670000;"Obidos";2025-09-27 08:30:00;2025-09-27 07:30:00;2025-09-27 06:30:00;456;-8;-53;-102;-136;0;0;"AMAZONAS";;;"2009";339;83;527;"70%-80%";;;;;
17122001;-10,823;-57,727;14334;"JURUA";2025-09-27 08:45:00;2025-09-27 07:45:00;2025-09-27 06:45:00;296;2;1;-1;;8,6;38,6;"DOS PEIXES";;;;;;;;;;;;
17130000;-7,731;-58,281;182000;"Foz do Juruena";2025-09-27 08:45:00;2025-09-27 07:45:00;2025-09-27 06:45:00;393;4;17;21;17;0,2;0,8;"JURUENA";;;"2023";393,5;296;504;"40%-50%";;;;;
17384000;-9,351;-56,781;90704;"UHE TELES PIRES BARRAMENTO";2025-09-27 05:00:00;2025-09-27 04:00:00;2025-09-27 03:00:00;5009;-17034;-17035;;;2,2;30;"TELES PIRES";;;"2019";22043,5;22030;22046;"Mínima-0%";;;;;
17410100;-8,859;-57,419;132797;"UHE SÃO MANOEL JUSANTE 2";2025-09-27 09:00:00;2025-09-27 08:00:00;2025-09-27 07:00:00;497;2;18;14;;1,75;24,75;"TELES PIRES";;;"2020";427;426;437;"100%-Máxima";;;;;
17420000;-7,615;-57,95;138000;"Três Marias";2025-09-27 09:15:00;2025-09-27 08:15:00;2025-09-27 07:15:00;308;8;23;;16;6;68,4;"TELES PIRES";;;"2014";440;154;546;"10%-20%";;;;;
17430000;-7,34;-58,155;333000;"BARRA DO SÃO MANUEL";2025-07-05 11:30:00;2025-07-05 10:30:00;2025-07-05 09:30:00;506;-2;;-18;-34;0;0;"TAPAJÓS";245;;"2004";315,5;244;423;"100%-Máxima";;;;;
17680000;-5,456;-55,87;40200;"JAMANXIM";2025-02-10 22:45:00;2025-02-10 21:45:00;2025-02-10 20:45:00;874;;;;;0;0;"JAMANXIM";206;;"2006";302,5;204;365;"100%-Máxima";;;;;
17730000;-4,276;-55,982;458000;"Itaituba";2025-09-18 15:30:00;2025-09-18 14:30:00;2025-09-18 13:30:00;456;;;;-97;0;0;"TAPAJOS";;;"2014";315,5;169;459;"90%-100%";;;;;
17900000;-2,414;-54,738;493000;"Santarem";2025-09-27 08:30:00;2025-09-27 07:30:00;2025-09-27 06:30:00;445;-11;-45;-90;-116;0;0;"AMAZONAS";;;"2009";286;59;482;"90%-100%";;;;;
18390000;-1,533;-52,577;5460000;"Almeirim";2025-09-27 08:30:00;2025-09-27 07:30:00;2025-09-27 06:30:00;368;-12;-82;-55;-101;0;0;"AMAZONAS";;;"2022";367;290;438;"57%-71%";;;;;
18460000;-6,736;-51,995;210000;"BOA SORTE";2025-09-27 08:45:00;2025-09-27 07:45:00;2025-09-27 06:45:00;346;1;3;2;-3;12,2;32,6;"XINGU";;;"2004";357,5;309;398;"20%-30%";;;;;
18500000;-6,745;-51,774;42400;"Boa Esperança";2025-09-27 09:00:00;2025-09-27 08:00:00;2025-09-27 07:00:00;323;-3;23;24;13;18,4;37,6;"FRESCO";;;"2014";262;121;472;"60%-70%";;;;;
18700000;-4,528;-54,013;122000;"Pedra do Ó";2025-09-06 04:30:00;2025-09-06 03:30:00;2025-09-06 02:30:00;291;0;-7;-12;-21;0;0;"IRIRI";;;"1980";307;275;355;"20%-30%";;;;;
18850000;-3,215;-52,212;448000;"ALTAMIRA";2025-09-27 08:30:00;2025-09-27 07:30:00;2025-09-27 06:30:00;512;-6;-44;-82;-111;0;0;"XINGU";273;;"1980";246;100;632;"90%-100%";;;;;
18936000;-2,882;-52,011;714;"VITÓRIA DO XINGU";2025-09-27 09:00:00;2025-09-27 08:00:00;2025-09-27 07:00:00;187;-8;7;-51;-9;0;0;"TUCURUI";46;;"2022";106;47;195;"50%-75%";;;;;
18938001;-2,622;-51,954;486000;"SOUZEL";2025-09-27 09:15:00;2025-09-27 08:15:00;2025-09-27 07:15:00;314;-10;-15;-53;-31;0;0;"XINGU";205;;"2021";250;217;316;"80%-100%";;;;;
18950003;-1,753;-52,24;509000;"PORTO DE MOZ";2025-09-27 08:30:00;2025-09-27 07:30:00;2025-09-27 06:30:00;246;-10;-40;-47;-52;0;0;"XINGU";124;;"2009";218;89;353;"70%-80%";;;;;
19500000;0,022;-51,05;5930000;"MACAPÁ";2025-09-27 08:30:00;2025-09-27 07:30:00;2025-09-27 06:30:00;341;26;134;-71;127;0;0;"SOLIMÕES";;;"2007";275,5;160;400;"70%-80%";;;;;
19985000;-3,851;-50,64;2682;"PACAJÁS";2025-09-27 08:30:00;2025-09-27 07:30:00;2025-09-27 06:30:00;379;1;-5;-14;-26;0;0;"PACAJÁS";346;;"2006";383;291;498;"40%-50%";;;;;
21500000;-13,763;-46,838;22600;"Nova Roma";2025-09-27 08:45:00;2025-09-27 07:45:00;2025-09-27 06:45:00;58;0;3;3;3;0;2,4;"PARANÃ";;;"1990";70;50;118;"0%-10%";;;;;
22050001;-12,023;-48,533;128000;"Peixe";2025-09-27 08:45:00;2025-09-27 07:45:00;2025-09-27 06:45:00;136;-45;-122;-112;-121;0;9,4;"TOCANTINS";;;"1980";196;60;400;"10%-20%";;;;;
22100000;-12,392;-48,712;8720;"Colonha";2025-09-27 08:45:00;2025-09-27 07:45:00;2025-09-27 06:45:00;152;1;1;0;-2;0;0,8;"SANTA TEREZA";;;"1980";160;110;247;"20%-30%";;550;600;700;"Normal"
22250000;-11,533;-48,289;14500;"Fazenda Lobeira";2025-09-19 10:15:00;2025-09-19 09:15:00;2025-09-19 08:15:00;10;;-11;-21;-10;0;0;"MANUEL ALVES";;;"1980";50;25;152;"Mínima-0%";;;;;
22900000;-9,307;-47,929;44100;"Porto Real";2025-09-27 08:30:00;2025-09-27 07:30:00;2025-09-27 06:30:00;14;-6;2;-1;0;0;18,4;"DO SONO";;;"1980";64;5;223;"0%-10%";;;;;
23100000;-8,392;-48,111;242000;"Tupiratins";2025-09-27 08:30:00;2025-09-27 07:30:00;2025-09-27 06:30:00;76;-5;-1;-33;-20;0;23,8;"TOCANTINS";;;"1980";103,5;32;244;"20%-30%";;;;;
23700000;-5,789;-47,469;297000;"Descarreto";2025-09-27 08:15:00;2025-09-27 07:15:00;2025-09-27 06:15:00;81;2;-15;4;4;0;1;"TOCANTINS";;;"1980";91;56;161;"22%-33%";;;;;
24700000;-15,891;-52,228;36800;"Barra do Garças";2025-09-19 10:30:00;2025-09-19 09:30:00;2025-09-19 08:30:00;78;;;-6;-9;0;0;"ARAGUAIA";;;"1977";91;9;168;"20%-30%";;;;;
24850000;-15,738;-51,828;50100;"Araguaiana";2025-09-19 07:00:00;2025-09-19 06:00:00;2025-09-19 05:00:00;135;0;-5;-5;-8;0;0;"ARAGUAIA";;;"1977";151,5;58;222;"20%-30%";;;;;
25200000;-14,913;-51,081;76300;"Aruanã";2025-09-27 09:00:00;2025-09-27 08:00:00;2025-09-27 07:00:00;113;6;12;9;4;0;1,6;"ARAGUAIA";;;"1993";134,5;60;262;"10%-20%";;;;;
25700000;-13,69;-50,8;92300;"Bandeirantes";2025-09-27 09:00:00;2025-09-27 08:00:00;2025-09-27 07:00:00;305;-1;-1;-5;-9;1;8,4;"ARAGUAIA";;;"1983";385,5;313;454;"Mínima-0%";;;;;
26350000;-11,618;-50,663;194000;"São Félix do Araguaia";2025-09-27 08:15:00;2025-09-27 07:15:00;2025-09-27 06:15:00;289;-1;-1;-10;-13;0;5,4;"ARAGUAIA";;;"1991";287,5;253;396;"50%-60%";;;;;
27320000;-8,803;-49,555;319000;"Araguacema";2025-09-27 08:30:00;2025-09-27 07:30:00;2025-09-27 06:30:00;247;1;-1;-3;-6;0;21,2;"ARAGUAIA";;;"1980";245;204;350;"50%-60%";;;;;
27500000;-8,269;-49,259;332000;"Conceição do Araguaia";2025-09-26 11:30:00;2025-09-26 10:30:00;2025-09-26 09:30:00;190;;-1;-5;-8;0;0,6;"ARAGUAIA";;;"1980";213,5;168;299;"10%-20%";;;;;
28300000;-6,41;-48,542;377000;"Xambioá";2025-09-05 07:00:00;2025-09-05 06:00:00;2025-09-05 05:00:00;155;-3;;-23;-34;0;0;"ARAGUAIA";;;"1980";199,5;124;277;"10%-20%";;;;;
